collected_for_day,app,new_accounts_count
2021-07-11,metamon,3
2021-07-11,nft-hiphop,3
2021-07-11,berry-club,12
2021-07-12,berry-cards,2
2021-07-12,skyward-finance,14
2021-07-12,3d-corgis,2
2021-07-12,near-bet,1
2021-07-12,ref-finance,179
2021-07-12,near-crowd,78
2021-07-12,pixel-party,5
2021-07-12,berry-club,8
2021-07-12,metamon,1
2021-07-12,galaxy-online,5
2021-07-12,nft-hiphop,4
2021-07-13,metamon,8
2021-07-13,near-bet,2
2021-07-13,pixel-party,5
2021-07-13,nft-hiphop,2
2021-07-13,skyward-finance,88
2021-07-13,galaxy-online,6
2021-07-13,berry-cards,1
2021-07-13,near-crowd,59
2021-07-13,berry-club,14
2021-07-13,3d-corgis,1
2021-07-13,ref-finance,681
2021-07-14,berry-club,33
2021-07-14,pixel-party,17
2021-07-14,3d-corgis,3
2021-07-14,near-crowd,116
2021-07-14,nft-hiphop,3
2021-07-14,metamon,2
2021-07-14,skyward-finance,26
2021-07-14,ref-finance,350
2021-07-14,galaxy-online,13
2021-07-14,near-bet,10
2021-07-15,near-bet,4
2021-07-15,near-crowd,66
2021-07-15,galaxy-online,10
2021-07-15,pixel-party,7
2021-07-15,nft-hiphop,3
2021-07-15,skyward-finance,16
2021-07-15,berry-club,19
2021-07-15,metamon,5
2021-07-15,berry-cards,3
2021-07-15,ref-finance,285
2021-07-16,berry-club,15
2021-07-16,galaxy-online,8
2021-07-16,ref-finance,619
2021-07-16,skyward-finance,23
2021-07-16,nft-hiphop,4
2021-07-16,berry-cards,3
2021-07-16,3d-corgis,1
2021-07-16,near-bet,7
2021-07-16,near-crowd,18
2021-07-16,pixel-party,13
2021-07-16,metamon,6
2021-07-17,3d-corgis,1
2021-07-17,skyward-finance,36
2021-07-17,pixel-party,5
2021-07-17,berry-cards,1
2021-07-17,berry-club,19
2021-07-17,metamon,5
2021-07-17,galaxy-online,4
2021-07-17,ref-finance,625
2021-07-17,near-crowd,17
2021-07-17,near-bet,2
2021-07-17,nft-hiphop,1
2021-07-18,skyward-finance,16
2021-07-18,berry-club,17
2021-07-18,3d-corgis,2
2021-07-18,pixel-party,7
2021-07-18,galaxy-online,8
2021-07-18,near-crowd,13
2021-07-18,ref-finance,457
2021-07-18,berry-cards,3
2021-07-18,nft-hiphop,1
2021-07-18,near-bet,4
2021-07-18,metamon,6
2021-07-19,galaxy-online,4
2021-07-19,near-crowd,21
2021-07-19,near-bet,6
2021-07-19,metamon,9
2021-07-19,skyward-finance,52
2021-07-19,ref-finance,319
2021-07-19,nft-hiphop,2
2021-07-19,berry-cards,2
2021-07-19,berry-club,12
2021-07-19,pixel-party,12
2021-07-19,3d-corgis,2
2021-07-20,near-bet,1
2021-07-20,pixel-party,3
2021-07-20,berry-cards,2
2021-07-20,ref-finance,250
2021-07-20,galaxy-online,6
2021-07-20,metamon,5
2021-07-20,near-crowd,12
2021-07-20,nft-hiphop,1
2021-07-20,berry-club,12
2021-07-20,skyward-finance,62
2021-07-21,metamon,2
2021-07-21,near-crowd,14
2021-07-21,ref-finance,367
2021-07-21,galaxy-online,8
2021-07-21,pixel-party,3
2021-07-21,berry-club,5
2021-07-21,skyward-finance,28
2021-07-21,berry-cards,1
2021-07-21,nft-hiphop,1
2021-07-21,near-bet,1
2021-07-22,3d-corgis,1
2021-07-22,berry-club,24
2021-07-22,galaxy-online,1
2021-07-22,near-crowd,35
2021-07-22,near-bet,1
2021-07-22,pixel-party,3
2021-07-22,nft-hiphop,9
2021-07-22,metamon,4
2021-07-22,ref-finance,266
2021-07-22,skyward-finance,89
2021-07-23,ref-finance,305
2021-07-23,near-crowd,29
2021-07-23,berry-club,9
2021-07-23,nft-hiphop,5
2021-07-23,skyward-finance,48
2021-07-23,galaxy-online,5
2021-07-23,metamon,1
2021-07-23,near-bet,2
2021-07-23,berry-cards,1
2021-07-23,pixel-party,4
2021-07-23,3d-corgis,3
2021-07-24,ref-finance,455
2021-07-24,skyward-finance,91
2021-07-24,berry-club,3
2021-07-24,berry-cards,3
2021-07-24,galaxy-online,6
2021-07-24,near-crowd,26
2021-07-24,nft-hiphop,3
2021-07-24,near-bet,4
2021-07-24,pixel-party,5
2021-07-24,3d-corgis,1
2021-07-24,metamon,8
2021-07-25,galaxy-online,11
2021-07-25,berry-club,5
2021-07-25,nft-hiphop,1
2021-07-25,pixel-party,7
2021-07-25,3d-corgis,1
2021-07-25,near-bet,1
2021-07-25,skyward-finance,175
2021-07-25,metamon,2
2021-07-25,near-crowd,29
2021-07-25,ref-finance,135
2021-07-26,ref-finance,222
2021-07-26,3d-corgis,1
2021-07-26,nft-hiphop,12
2021-07-26,metamon,5
2021-07-26,near-crowd,45
2021-07-26,galaxy-online,5
2021-07-26,skyward-finance,438
2021-07-26,near-bet,2
2021-07-26,berry-club,6
2021-07-26,berry-cards,1
2021-07-26,pixel-party,3
2021-07-27,metamon,3
2021-07-27,berry-cards,1
2021-07-27,berry-club,14
2021-07-27,galaxy-online,6
2021-07-27,near-crowd,36
2021-07-27,pixel-party,4
2021-07-27,skyward-finance,121
2021-07-27,nft-hiphop,13
2021-07-27,ref-finance,125
2021-07-27,3d-corgis,1
2021-07-28,galaxy-online,6
2021-07-28,berry-club,10
2021-07-28,metamon,3
2021-07-28,ref-finance,111
2021-07-28,skyward-finance,86
2021-07-28,pixel-party,5
2021-07-28,near-crowd,44
2021-07-28,3d-corgis,3
2021-07-28,berry-cards,2
2021-07-29,near-bet,3
2021-07-29,near-crowd,52
2021-07-29,metamon,3
2021-07-29,ref-finance,160
2021-07-29,skyward-finance,95
2021-07-29,galaxy-online,5
2021-07-29,berry-club,5
2021-07-29,pixel-party,5
2021-07-29,nft-hiphop,1
2021-07-30,near-bet,1
2021-07-30,metamon,4
2021-07-30,near-crowd,43
2021-07-30,ref-finance,316
2021-07-30,galaxy-online,7
2021-07-30,3d-corgis,7
2021-07-30,skyward-finance,203
2021-07-30,berry-cards,1
2021-07-30,pixel-party,1
2021-07-30,berry-club,15
2021-07-31,near-bet,3
2021-07-31,ref-finance,381
2021-07-31,3d-corgis,1
2021-07-31,skyward-finance,423
2021-07-31,berry-cards,2
2021-07-31,nft-hiphop,1
2021-07-31,galaxy-online,7
2021-07-31,metamon,2
2021-07-31,berry-club,6
2021-07-31,near-crowd,44
2021-07-31,pixel-party,5
2021-08-01,pixel-party,3
2021-08-01,3d-corgis,2
2021-08-01,near-crowd,45
2021-08-01,berry-club,6
2021-08-01,near-bet,1
2021-08-01,skyward-finance,193
2021-08-01,ref-finance,153
2021-08-01,metamon,1
2021-08-01,galaxy-online,7
2021-08-02,nft-hiphop,1
2021-08-02,galaxy-online,6
2021-08-02,metamon,4
2021-08-02,near-crowd,47
2021-08-02,pixel-party,5
2021-08-02,skyward-finance,188
2021-08-02,3d-corgis,3
2021-08-02,berry-club,8
2021-08-02,ref-finance,98
2021-08-03,skyward-finance,91
2021-08-03,3d-corgis,3
2021-08-03,near-bet,1
2021-08-03,metamon,2
2021-08-03,near-crowd,40
2021-08-03,nft-hiphop,1
2021-08-03,berry-club,6
2021-08-03,ref-finance,85
2021-08-03,pixel-party,1
2021-08-03,galaxy-online,6
2021-08-04,skyward-finance,49
2021-08-04,ref-finance,82
2021-08-04,metamon,5
2021-08-04,galaxy-online,6
2021-08-04,berry-cards,4
2021-08-04,near-bet,2
2021-08-04,near-crowd,36
2021-08-04,3d-corgis,1
2021-08-04,pixel-party,3
2021-08-04,berry-club,8
2021-08-04,nft-hiphop,1
2021-08-05,metamon,3
2021-08-05,galaxy-online,7
2021-08-05,near-crowd,27
2021-08-05,skyward-finance,62
2021-08-05,3d-corgis,3
2021-08-05,ref-finance,73
2021-08-05,pixel-party,3
2021-08-05,near-bet,1
2021-08-05,berry-club,4
2021-08-06,3d-corgis,3
2021-08-06,near-bet,3
2021-08-06,ref-finance,109
2021-08-06,galaxy-online,8
2021-08-06,metamon,4
2021-08-06,near-crowd,23
2021-08-06,skyward-finance,33
2021-08-06,berry-cards,1
2021-08-06,pixel-party,4
2021-08-06,berry-club,3
2021-08-06,nft-hiphop,2
2021-08-07,near-crowd,33
2021-08-07,3d-corgis,1
2021-08-07,metamon,1
2021-08-07,skyward-finance,38
2021-08-07,ref-finance,499
2021-08-07,galaxy-online,2
2021-08-07,pixel-party,7
2021-08-07,near-bet,2
2021-08-07,berry-club,9
2021-08-08,skyward-finance,83
2021-08-08,pixel-party,5
2021-08-08,ref-finance,638
2021-08-08,berry-club,5
2021-08-08,galaxy-online,1
2021-08-08,near-crowd,54
2021-08-08,berry-cards,1
2021-08-08,near-bet,5
2021-08-08,metamon,3
2021-08-09,berry-cards,5
2021-08-09,metamon,1
2021-08-09,pixel-party,4
2021-08-09,skyward-finance,77
2021-08-09,ref-finance,224
2021-08-09,near-bet,3
2021-08-09,berry-club,5
2021-08-09,galaxy-online,5
2021-08-09,near-crowd,49
2021-08-09,nft-hiphop,1
2021-08-10,skyward-finance,116
2021-08-10,berry-cards,1
2021-08-10,berry-club,2
2021-08-10,metamon,5
2021-08-10,3d-corgis,1
2021-08-10,pixel-party,3
2021-08-10,nft-hiphop,1
2021-08-10,near-bet,6
2021-08-10,near-crowd,42
2021-08-10,ref-finance,280
2021-08-10,galaxy-online,7
2021-08-11,skyward-finance,63
2021-08-11,metamon,5
2021-08-11,galaxy-online,7
2021-08-11,pixel-party,4
2021-08-11,near-crowd,52
2021-08-11,berry-club,4
2021-08-11,near-bet,4
2021-08-11,ref-finance,210
2021-08-11,nft-hiphop,2
2021-08-11,3d-corgis,1
2021-08-12,metamon,4
2021-08-12,berry-club,3
2021-08-12,nft-hiphop,2
2021-08-12,ref-finance,206
2021-08-12,near-crowd,46
2021-08-12,pixel-party,6
2021-08-12,3d-corgis,2
2021-08-12,skyward-finance,150
2021-08-12,near-bet,1
2021-08-12,galaxy-online,4
2021-08-13,galaxy-online,3
2021-08-13,3d-corgis,1
2021-08-13,metamon,4
2021-08-13,near-crowd,34
2021-08-13,ref-finance,525
2021-08-13,nft-hiphop,1
2021-08-13,skyward-finance,734
2021-08-13,near-bet,4
2021-08-13,berry-cards,1
2021-08-13,berry-club,11
2021-08-14,berry-club,12
2021-08-14,near-crowd,17
2021-08-14,3d-corgis,3
2021-08-14,galaxy-online,2
2021-08-14,near-bet,6
2021-08-14,ref-finance,302
2021-08-14,metamon,4
2021-08-14,berry-cards,2
2021-08-14,pixel-party,6
2021-08-14,skyward-finance,2465
2021-08-15,skyward-finance,295
2021-08-15,berry-cards,3
2021-08-15,metamon,1
2021-08-15,galaxy-online,4
2021-08-15,near-crowd,25
2021-08-15,pixel-party,2
2021-08-15,near-bet,1
2021-08-15,berry-club,11
2021-08-16,berry-cards,4
2021-08-16,nft-hiphop,1
2021-08-16,galaxy-online,3
2021-08-16,metamon,3
2021-08-16,skyward-finance,201
2021-08-16,pixel-party,7
2021-08-16,near-crowd,22
2021-08-16,berry-club,4
2021-08-17,berry-club,11
2021-08-17,nft-hiphop,1
2021-08-17,3d-corgis,1
2021-08-17,near-crowd,38
2021-08-17,galaxy-online,2
2021-08-17,pixel-party,5
2021-08-17,skyward-finance,195
2021-08-17,near-bet,3
2021-08-17,metamon,6
2021-08-18,pixel-party,8
2021-08-18,skyward-finance,455
2021-08-18,galaxy-online,7
2021-08-18,near-bet,4
2021-08-18,3d-corgis,2
2021-08-18,metamon,7
2021-08-18,near-crowd,36
2021-08-18,berry-club,9
2021-08-18,nft-hiphop,4
2021-08-19,galaxy-online,4
2021-08-19,nft-hiphop,4
2021-08-19,pixel-party,3
2021-08-19,berry-club,10
2021-08-19,skyward-finance,303
2021-08-19,berry-cards,3
2021-08-19,3d-corgis,1
2021-08-19,near-crowd,31
2021-08-19,near-bet,3
2021-08-19,metamon,9
2021-08-20,near-crowd,19
2021-08-20,metamon,11
2021-08-20,skyward-finance,407
2021-08-20,pixel-party,5
2021-08-20,berry-cards,5
2021-08-20,near-bet,5
2021-08-20,galaxy-online,9
2021-08-20,nft-hiphop,2
2021-08-20,berry-club,6
2021-08-20,3d-corgis,1
2021-08-21,near-bet,2
2021-08-21,nft-hiphop,2
2021-08-21,berry-club,16
2021-08-21,metamon,10
2021-08-21,galaxy-online,5
2021-08-21,skyward-finance,648
2021-08-21,berry-cards,5
2021-08-21,ref-finance,2
2021-08-21,3d-corgis,8
2021-08-21,near-crowd,28
2021-08-21,pixel-party,14
2021-08-22,pixel-party,10
2021-08-22,berry-cards,1
2021-08-22,near-crowd,28
2021-08-22,galaxy-online,5
2021-08-22,nft-hiphop,1
2021-08-22,Meta-Pool,2
2021-08-22,metamon,12
2021-08-22,skyward-finance,1152
2021-08-22,near-bet,8
2021-08-22,ref-finance,124
2021-08-22,berry-club,17
2021-08-23,metamon,10
2021-08-23,ref-finance,308
2021-08-23,Meta-Pool,475
2021-08-23,skyward-finance,503
2021-08-23,pixel-party,7
2021-08-23,near-crowd,18
2021-08-23,berry-cards,3
2021-08-23,3d-corgis,10
2021-08-23,near-bet,3
2021-08-23,berry-club,14
2021-08-23,galaxy-online,5
2021-08-23,nft-hiphop,4
2021-08-24,ref-finance,160
2021-08-24,pixel-party,5
2021-08-24,Meta-Pool,364
2021-08-24,nft-hiphop,1
2021-08-24,near-crowd,23
2021-08-24,3d-corgis,1
2021-08-24,skyward-finance,288
2021-08-24,metamon,5
2021-08-24,galaxy-online,5
2021-08-24,berry-club,10
2021-08-24,berry-cards,5
2021-08-25,nft-hiphop,2
2021-08-25,berry-cards,2
2021-08-25,galaxy-online,4
2021-08-25,Meta-Pool,159
2021-08-25,pixel-party,3
2021-08-25,skyward-finance,814
2021-08-25,near-crowd,22
2021-08-25,metamon,3
2021-08-25,berry-club,12
2021-08-25,near-bet,2
2021-08-25,3d-corgis,2
2021-08-25,ref-finance,160
2021-08-26,near-crowd,21
2021-08-26,berry-cards,1
2021-08-26,ref-finance,226
2021-08-26,skyward-finance,439
2021-08-26,pixel-party,11
2021-08-26,galaxy-online,7
2021-08-26,near-bet,4
2021-08-26,Meta-Pool,104
2021-08-26,nft-hiphop,1
2021-08-26,berry-club,11
2021-08-26,metamon,5
2021-08-27,near-crowd,38
2021-08-27,nft-hiphop,2
2021-08-27,near-bet,6
2021-08-27,galaxy-online,6
2021-08-27,ref-finance,299
2021-08-27,metamon,13
2021-08-27,skyward-finance,533
2021-08-27,pixel-party,12
2021-08-27,3d-corgis,2
2021-08-27,berry-club,18
2021-08-27,berry-cards,3
2021-08-27,Meta-Pool,67
2021-08-28,berry-cards,6
2021-08-28,nft-hiphop,7
2021-08-28,pixel-party,11
2021-08-28,Meta-Pool,62
2021-08-28,metamon,13
2021-08-28,berry-club,5
2021-08-28,3d-corgis,3
2021-08-28,skyward-finance,549
2021-08-28,near-bet,5
2021-08-28,ref-finance,390
2021-08-28,galaxy-online,5
2021-08-28,near-crowd,27
2021-08-29,near-bet,3
2021-08-29,nft-hiphop,1
2021-08-29,Meta-Pool,48
2021-08-29,galaxy-online,7
2021-08-29,skyward-finance,212
2021-08-29,berry-club,12
2021-08-29,near-crowd,39
2021-08-29,ref-finance,553
2021-08-29,metamon,19
2021-08-29,berry-cards,4
2021-08-29,pixel-party,16
2021-08-29,3d-corgis,3
2021-08-30,Meta-Pool,46
2021-08-30,3d-corgis,1
2021-08-30,near-crowd,34
2021-08-30,skyward-finance,176
2021-08-30,berry-cards,3
2021-08-30,berry-club,11
2021-08-30,galaxy-online,5
2021-08-30,ref-finance,438
2021-08-30,metamon,8
2021-08-30,pixel-party,9
2021-08-30,nft-hiphop,2
2021-08-31,near-bet,2
2021-08-31,3d-corgis,1
2021-08-31,metamon,8
2021-08-31,ref-finance,261
2021-08-31,skyward-finance,1172
2021-08-31,Meta-Pool,90
2021-08-31,berry-club,10
2021-08-31,berry-cards,1
2021-08-31,nft-hiphop,5
2021-08-31,near-crowd,25
2021-08-31,pixel-party,10
2021-08-31,galaxy-online,5
2021-09-01,nft-hiphop,5
2021-09-01,near-bet,3
2021-09-01,metamon,11
2021-09-01,galaxy-online,5
2021-09-01,berry-cards,6
2021-09-01,ref-finance,885
2021-09-01,3d-corgis,5
2021-09-01,Meta-Pool,60
2021-09-01,skyward-finance,5584
2021-09-01,near-crowd,43
2021-09-01,pixel-party,3
2021-09-01,berry-club,9
2021-09-02,near-crowd,56
2021-09-02,nft-hiphop,5
2021-09-02,ref-finance,349
2021-09-02,pixel-party,5
2021-09-02,galaxy-online,5
2021-09-02,Meta-Pool,61
2021-09-02,3d-corgis,2
2021-09-02,near-bet,5
2021-09-02,berry-club,17
2021-09-02,metamon,2
2021-09-02,skyward-finance,1424
2021-09-03,metamon,20
2021-09-03,Meta-Pool,70
2021-09-03,berry-club,23
2021-09-03,near-bet,6
2021-09-03,nft-hiphop,8
2021-09-03,ref-finance,887
2021-09-03,skyward-finance,889
2021-09-03,3d-corgis,5
2021-09-03,berry-cards,5
2021-09-03,pixel-party,6
2021-09-03,galaxy-online,8
2021-09-03,near-crowd,44
2021-09-04,metamon,13
2021-09-04,galaxy-online,3
2021-09-04,nft-hiphop,1
2021-09-04,skyward-finance,468
2021-09-04,ref-finance,528
2021-09-04,near-bet,8
2021-09-04,Meta-Pool,69
2021-09-04,pixel-party,8
2021-09-04,berry-club,17
2021-09-04,berry-cards,3
2021-09-04,3d-corgis,6
2021-09-04,near-crowd,31
2021-09-05,Meta-Pool,89
2021-09-05,metamon,5
2021-09-05,3d-corgis,7
2021-09-05,skyward-finance,160
2021-09-05,near-crowd,26
2021-09-05,near-bet,3
2021-09-05,ref-finance,463
2021-09-05,galaxy-online,5
2021-09-05,nft-hiphop,2
2021-09-05,berry-cards,5
2021-09-05,pixel-party,11
2021-09-05,berry-club,11
2021-09-06,nft-hiphop,2
2021-09-06,near-crowd,42
2021-09-06,near-bet,3
2021-09-06,pixel-party,6
2021-09-06,metamon,7
2021-09-06,ref-finance,248
2021-09-06,berry-cards,7
2021-09-06,berry-club,15
2021-09-06,skyward-finance,243
2021-09-06,Meta-Pool,80
2021-09-06,galaxy-online,1
2021-09-06,3d-corgis,5
2021-09-07,near-crowd,56
2021-09-07,ref-finance,271
2021-09-07,Meta-Pool,101
2021-09-07,berry-club,18
2021-09-07,nft-hiphop,2
2021-09-07,metamon,8
2021-09-07,pixel-party,5
2021-09-07,skyward-finance,129
2021-09-07,berry-cards,6
2021-09-07,galaxy-online,7
2021-09-07,near-bet,2
2021-09-07,3d-corgis,2
2021-09-08,ref-finance,1129
2021-09-08,metamon,21
2021-09-08,near-crowd,71
2021-09-08,3d-corgis,10
2021-09-08,galaxy-online,14
2021-09-08,pixel-party,17
2021-09-08,nft-hiphop,5
2021-09-08,Meta-Pool,252
2021-09-08,berry-club,40
2021-09-08,near-bet,12
2021-09-08,skyward-finance,487
2021-09-08,berry-cards,14
2021-09-09,skyward-finance,291
2021-09-09,3d-corgis,7
2021-09-09,ref-finance,725
2021-09-09,galaxy-online,11
2021-09-09,berry-club,38
2021-09-09,near-crowd,47
2021-09-09,metamon,35
2021-09-09,pixel-party,22
2021-09-09,Meta-Pool,338
2021-09-09,nft-hiphop,2
2021-09-09,near-bet,14
2021-09-09,berry-cards,17
2021-09-10,ref-finance,437
2021-09-10,pixel-party,11
2021-09-10,Meta-Pool,232
2021-09-10,near-crowd,25
2021-09-10,3d-corgis,1
2021-09-10,skyward-finance,121
2021-09-10,berry-cards,5
2021-09-10,galaxy-online,12
2021-09-10,berry-club,34
2021-09-10,metamon,8
2021-09-10,nft-hiphop,4
2021-09-10,near-bet,11
2021-09-11,nft-hiphop,4
2021-09-11,Meta-Pool,124
2021-09-11,galaxy-online,11
2021-09-11,berry-club,58
2021-09-11,near-crowd,46
2021-09-11,near-bet,5
2021-09-11,metamon,11
2021-09-11,3d-corgis,1
2021-09-11,skyward-finance,103
2021-09-11,pixel-party,9
2021-09-11,ref-finance,413
2021-09-11,berry-cards,4
2021-09-12,near-crowd,38
2021-09-12,galaxy-online,3
2021-09-12,berry-club,52
2021-09-12,Meta-Pool,207
2021-09-12,3d-corgis,2
2021-09-12,skyward-finance,114
2021-09-12,ref-finance,386
2021-09-12,near-bet,7
2021-09-12,pixel-party,5
2021-09-12,metamon,4
2021-09-12,nft-hiphop,1
2021-09-12,berry-cards,5
2021-09-13,near-bet,12
2021-09-13,berry-club,12
2021-09-13,nft-hiphop,2
2021-09-13,galaxy-online,7
2021-09-13,Meta-Pool,104
2021-09-13,berry-cards,2
2021-09-13,near-crowd,43
2021-09-13,pixel-party,3
2021-09-13,skyward-finance,167
2021-09-13,ref-finance,300
2021-09-13,metamon,11
2021-09-14,3d-corgis,2
2021-09-14,nft-hiphop,1
2021-09-14,skyward-finance,551
2021-09-14,berry-club,14
2021-09-14,near-bet,8
2021-09-14,ref-finance,336
2021-09-14,pixel-party,10
2021-09-14,metamon,8
2021-09-14,Meta-Pool,52
2021-09-14,near-crowd,31
2021-09-14,galaxy-online,8
2021-09-14,berry-cards,4
2021-09-15,metamon,4
2021-09-15,skyward-finance,501
2021-09-15,Meta-Pool,54
2021-09-15,ref-finance,265
2021-09-15,berry-club,24
2021-09-15,galaxy-online,6
2021-09-15,nft-hiphop,3
2021-09-15,3d-corgis,2
2021-09-15,berry-cards,3
2021-09-15,pixel-party,6
2021-09-15,near-crowd,36
2021-09-15,near-bet,3
2021-09-16,skyward-finance,538
2021-09-16,pixel-party,9
2021-09-16,near-crowd,19
2021-09-16,berry-club,8
2021-09-16,3d-corgis,2
2021-09-16,Meta-Pool,49
2021-09-16,galaxy-online,3
2021-09-16,nft-hiphop,5
2021-09-16,metamon,5
2021-09-16,berry-cards,4
2021-09-16,near-bet,8
2021-09-16,ref-finance,257
2021-09-17,nft-hiphop,2
2021-09-17,skyward-finance,535
2021-09-17,Meta-Pool,48
2021-09-17,galaxy-online,5
2021-09-17,berry-club,11
2021-09-17,near-crowd,32
2021-09-17,berry-cards,5
2021-09-17,metamon,21
2021-09-17,near-bet,4
2021-09-17,ref-finance,244
2021-09-17,pixel-party,1
2021-09-17,3d-corgis,4
2021-09-18,metamon,33
2021-09-18,Meta-Pool,210
2021-09-18,skyward-finance,841
2021-09-18,berry-cards,1
2021-09-18,near-bet,3
2021-09-18,ref-finance,665
2021-09-18,3d-corgis,1
2021-09-18,berry-club,10
2021-09-18,galaxy-online,8
2021-09-18,near-crowd,32
2021-09-18,pixel-party,5
2021-09-18,nft-hiphop,2
2021-09-19,berry-club,21
2021-09-19,ref-finance,582
2021-09-19,skyward-finance,733
2021-09-19,metamon,18
2021-09-19,pixel-party,6
2021-09-19,berry-cards,1
2021-09-19,Meta-Pool,166
2021-09-19,3d-corgis,1
2021-09-19,near-bet,6
2021-09-19,nft-hiphop,2
2021-09-19,galaxy-online,3
2021-09-19,near-crowd,35
2021-09-20,berry-club,12
2021-09-20,pixel-party,5
2021-09-20,Meta-Pool,124
2021-09-20,near-crowd,39
2021-09-20,near-bet,7
2021-09-20,ref-finance,517
2021-09-20,berry-cards,5
2021-09-20,metamon,13
2021-09-20,skyward-finance,917
2021-09-20,galaxy-online,8
2021-09-20,3d-corgis,5
2021-09-21,berry-cards,1
2021-09-21,galaxy-online,5
2021-09-21,pixel-party,1
2021-09-21,skyward-finance,559
2021-09-21,near-crowd,36
2021-09-21,nft-hiphop,2
2021-09-21,berry-club,10
2021-09-21,Meta-Pool,101
2021-09-21,near-bet,4
2021-09-21,ref-finance,432
2021-09-21,3d-corgis,1
2021-09-21,metamon,20
2021-09-22,nft-hiphop,3
2021-09-22,metamon,9
2021-09-22,berry-club,11
2021-09-22,near-crowd,40
2021-09-22,3d-corgis,3
2021-09-22,Meta-Pool,108
2021-09-22,near-bet,5
2021-09-22,skyward-finance,381
2021-09-22,pixel-party,4
2021-09-22,galaxy-online,8
2021-09-22,ref-finance,362
2021-09-23,ref-finance,403
2021-09-23,3d-corgis,5
2021-09-23,Meta-Pool,86
2021-09-23,pixel-party,7
2021-09-23,near-bet,7
2021-09-23,skyward-finance,411
2021-09-23,galaxy-online,8
2021-09-23,metamon,17
2021-09-23,berry-club,21
2021-09-23,nft-hiphop,4
2021-09-23,berry-cards,2
2021-09-23,near-crowd,28
2021-09-24,berry-club,12
2021-09-24,skyward-finance,296
2021-09-24,galaxy-online,14
2021-09-24,metamon,11
2021-09-24,berry-cards,4
2021-09-24,nft-hiphop,1
2021-09-24,near-crowd,33
2021-09-24,3d-corgis,1
2021-09-24,Meta-Pool,55
2021-09-24,ref-finance,1528
2021-09-24,pixel-party,7
2021-09-24,near-bet,4
2021-09-25,pixel-party,5
2021-09-25,berry-club,31
2021-09-25,near-crowd,30
2021-09-25,near-bet,4
2021-09-25,ref-finance,2872
2021-09-25,galaxy-online,15
2021-09-25,Meta-Pool,84
2021-09-25,berry-cards,6
2021-09-25,3d-corgis,7
2021-09-25,nft-hiphop,2
2021-09-25,skyward-finance,198
2021-09-25,metamon,26
2021-09-26,near-bet,10
2021-09-26,skyward-finance,174
2021-09-26,3d-corgis,2
2021-09-26,metamon,20
2021-09-26,berry-club,40
2021-09-26,galaxy-online,15
2021-09-26,nft-hiphop,1
2021-09-26,berry-cards,3
2021-09-26,pixel-party,9
2021-09-26,near-crowd,39
2021-09-26,Meta-Pool,53
2021-09-26,ref-finance,3362
2021-09-27,berry-cards,2
2021-09-27,Meta-Pool,50
2021-09-27,skyward-finance,120
2021-09-27,berry-club,17
2021-09-27,near-bet,8
2021-09-27,near-crowd,33
2021-09-27,3d-corgis,5
2021-09-27,pixel-party,5
2021-09-27,galaxy-online,9
2021-09-27,ref-finance,784
2021-09-27,metamon,15
2021-09-28,berry-cards,2
2021-09-28,3d-corgis,4
2021-09-28,galaxy-online,10
2021-09-28,near-bet,4
2021-09-28,Meta-Pool,48
2021-09-28,berry-club,16
2021-09-28,ref-finance,416
2021-09-28,skyward-finance,136
2021-09-28,near-crowd,27
2021-09-28,metamon,13
2021-09-28,pixel-party,8
2021-09-28,nft-hiphop,3
2021-09-29,Meta-Pool,37
2021-09-29,berry-cards,4
2021-09-29,nft-hiphop,1
2021-09-29,near-crowd,25
2021-09-29,pixel-party,8
2021-09-29,3d-corgis,2
2021-09-29,berry-club,14
2021-09-29,galaxy-online,10
2021-09-29,ref-finance,311
2021-09-29,skyward-finance,76
2021-09-29,near-bet,4
2021-09-29,metamon,11
2021-09-30,skyward-finance,130
2021-09-30,3d-corgis,1
2021-09-30,near-crowd,35
2021-09-30,berry-cards,1
2021-09-30,ref-finance,305
2021-09-30,metamon,14
2021-09-30,galaxy-online,7
2021-09-30,berry-club,16
2021-09-30,Meta-Pool,46
2021-09-30,near-bet,2
2021-09-30,nft-hiphop,2
2021-09-30,pixel-party,3
2021-10-01,Meta-Pool,59
2021-10-01,pixel-party,14
2021-10-01,near-bet,8
2021-10-01,near-crowd,30
2021-10-01,3d-corgis,3
2021-10-01,galaxy-online,5
2021-10-01,berry-cards,1
2021-10-01,ref-finance,262
2021-10-01,metamon,19
2021-10-01,skyward-finance,101
2021-10-01,berry-club,17
2021-10-02,near-crowd,24
2021-10-02,metamon,21
2021-10-02,Meta-Pool,221
2021-10-02,ref-finance,351
2021-10-02,berry-club,50
2021-10-02,pixel-party,8
2021-10-02,galaxy-online,8
2021-10-02,skyward-finance,61
2021-10-02,near-bet,7
2021-10-02,berry-cards,6
2021-10-02,3d-corgis,1
2021-10-03,pixel-party,9
2021-10-03,metamon,18
2021-10-03,nft-hiphop,3
2021-10-03,galaxy-online,15
2021-10-03,Meta-Pool,397
2021-10-03,ref-finance,586
2021-10-03,near-crowd,26
2021-10-03,berry-club,59
2021-10-03,berry-cards,5
2021-10-03,skyward-finance,73
2021-10-03,near-bet,8
2021-10-03,3d-corgis,1
2021-10-04,metamon,32
2021-10-04,near-crowd,32
2021-10-04,nft-hiphop,5
